,xEntropy,yEntropy,condition
0,0.15958849015384619,0.07853897656410257,EOFTanDF
1,0.054036904589743584,0.03728102917948717,EOFT
2,0.08372725202564103,0.054892174615384606,ECFT
3,0.2198156683846154,0.13033329743589744,ECFTanDF
4,0.12385735864102565,0.08730283471794872,EOFTanDB
5,0.18137951233333333,0.15524255292307693,ECFTanDB
6,0.062072537358974354,0.0387377667948718,EOFT
7,0.1448963544102564,0.07183273174358974,EOFTanDF
8,0.17947649184615386,0.13045315243589745,ECFTanDF
9,0.0848060716923077,0.04834497271794872,ECFT
10,0.15578719566666668,0.09978980628205128,EOFTanDB
11,0.1996911328717948,0.1533392286923077,ECFTanDB
12,0.16676541453846155,0.09634165125641025,EOFTanDB
13,0.06804528094871794,0.0554512753076923,ECFT
14,0.14601252530769226,0.09097640592307692,EOFTanDF
15,0.21987749917948718,0.16693978697435893,ECFTanDB
16,0.12669414510256408,0.09300504556410256,EOFTanDF
17,0.053545664282051285,0.044317662435897444,EOFT
18,0.2424195501794872,0.17970375469230768,ECFTanDB
19,0.1998161582051282,0.13718872599999998,ECFTanDF
20,0.05665857582051283,0.060238151564102546,ECFT
21,0.13469766794871793,0.07164269971794872,EOFTanDB
22,0.16266842371794873,0.13196914246153843,ECFTanDF
23,0.1853321538974359,0.16415831235897438,ECFTanDB
24,0.06254084641025642,0.04522392369230769,EOFT
25,0.05379997861538461,0.04632092930769231,EOFT
26,0.13786529561538463,0.09040156928205127,EOFTanDF
27,0.07036054576923077,0.05137141905128206,ECFT
28,0.15464188876923077,0.08533150146153846,EOFTanDB
29,0.17768683484615386,0.13223974758974358,ECFTanDF
