SB02_Trial17,SB02_Trial2,SB02_Trial12,SB02_Trial7,SB02_Trial22,SB02_Trial31,SB05_Trial31,SB05_Trial22,SB05_Trial12,SB05_Trial7,SB05_Trial17,SB05_Trial2,SB04_Trial2,SB04_Trial17,SB04_Trial7,SB04_Trial12,SB04_Trial22,SB04_Trial31,SB06_Trial22,SB06_Trial31,SB06_Trial2,SB06_Trial17,SB06_Trial7,SB06_Trial12,SB08_Trial22,SB08_Trial31,SB08_Trial17,SB08_Trial2,SB08_Trial12,SB08_Trial7,SB01_Trial2,SB01_Trial17,SB01_Trial7,SB01_Trial12,SB01_Trial22,SB01_Trial31
-0.6524451,0.393296497,3.481481373,0.037548078,-0.462342113,-1.740352723,-0.594570489,-1.384661254,1.425433825,1.0587927,-0.614294325,3.517679823,2.910636765,1.936869108,1.049557348,-1.666882109,1.346177407,2.304190709,1.686357304,-0.549557485,1.500594503,1.028730161,-1.049593257,1.338924027,-0.372078367,-0.48733551,1.707776831,-0.421314712,-0.805021102,0.594565633,2.744889158,2.956323881,1.799972204,0.626395935,2.806320108,-1.489202394
-0.663535954,0.394444427,3.479327736,0.062000588,-0.454640066,-1.743949743,-0.604068493,-1.364873938,1.402575236,1.043629239,-0.609904428,3.495863189,2.909139126,1.933211299,0.988566138,-1.670820264,1.333015342,2.301190169,1.685063599,-0.571477784,1.499308692,1.033458604,-1.048095316,1.338187493,-0.375253698,-0.481668339,1.714048455,-0.416334959,-0.806164249,0.587648096,2.747515722,2.960311082,1.799303598,0.626213303,2.791104366,-1.492117297
-0.674129866,0.395592357,3.476721811,0.086257478,-0.446954784,-1.747452104,-0.613329047,-1.345086623,1.380226265,1.028650699,-0.606036247,3.474046556,2.907427539,1.929709143,0.928550787,-1.674714661,1.320022022,2.297882075,1.683793417,-0.592686898,1.498280042,1.038039237,-1.046430937,1.337340738,-0.378242246,-0.475945375,1.719863739,-0.411355206,-0.807273273,0.580730559,2.750142286,2.964204833,1.798746427,0.625921092,2.776049071,-1.49500526
-0.684226836,0.396740287,3.473665942,0.110123127,-0.439293451,-1.750859806,-0.622827051,-1.325367775,1.358406702,1.013857079,-0.602690544,3.452439698,2.905502004,1.926362637,0.869511295,-1.678521544,1.307141198,2.294268925,1.682546756,-0.613232239,1.497508555,1.042469164,-1.044600121,1.336386356,-0.381044009,-0.470166039,1.725227105,-0.40673115,-0.808338423,0.573565966,2.752614346,2.968005134,1.798189255,0.62544625,2.761127482,-1.497868977
-0.693826862,0.398079539,3.470155442,0.133793156,-0.431648883,-1.754196515,-0.632562505,-1.305672892,1.337101706,0.999063458,-0.599868086,3.43083284,2.903790417,1.923171783,0.811447663,-1.68228467,1.294429119,2.290350721,1.681311856,-0.6330822,1.49686565,1.046751281,-1.042602866,1.335323049,-0.383658987,-0.464329177,1.73014076,-0.402107094,-0.809362137,0.566401374,2.755086406,2.971711984,1.797520649,0.624861829,2.74636634,-1.500708447
-0.702929947,0.399227469,3.466194999,0.157267566,-0.424025868,-1.757438565,-0.642060508,-1.286001972,1.316326118,0.984454759,-0.597565051,3.409225981,2.901864882,1.920097668,0.75435989,-1.685960281,1.281885783,2.286129962,1.680088718,-0.652268388,1.496479906,1.05088414,-1.040272736,1.334148225,-0.386024921,-0.458440945,1.734605812,-0.397838734,-0.810339541,0.558989727,2.757403962,2.975325385,1.796852043,0.624131303,2.731765645,-1.503523672
-0.711536088,0.400375399,3.461782268,0.180546355,-0.416422013,-1.760585957,-0.651795962,-1.266365286,1.296065096,0.970030979,-0.595779913,3.387619123,2.899725398,1.917218117,0.698247977,-1.689548378,1.269454945,2.281604149,1.678889101,-0.670806607,1.496222744,1.054866291,-1.03760973,1.332864477,-0.388141808,-0.452499036,1.738625573,-0.393748223,-0.811270633,0.551825134,2.759721519,2.978860911,1.796294871,0.623291197,2.717298656,-1.506311957
-0.719667876,0.40171465,3.456919594,0.203433904,-0.408839712,-1.763662355,-0.661293966,-1.246759412,1.276323587,0.955607199,-0.594511143,3.366012265,2.897585915,1.914455304,0.643111923,-1.69304896,1.25719285,2.276778282,1.677713006,-0.68866525,1.496222744,1.058702083,-1.034946724,1.331469211,-0.390134173,-0.446506334,1.742204465,-0.389657711,-0.81215054,0.544166432,2.761884571,2.982287411,1.795626265,0.62226846,2.702992115,-1.50907869
-0.727280132,0.40286258,3.451604632,0.226125833,-0.401276571,-1.766644094,-0.67102942,-1.227177501,1.25710654,0.94136834,-0.593754159,3.344405407,2.895446431,1.911887056,0.588463798,-1.696505785,1.245043252,2.271647359,1.676548672,-0.705891728,1.496479906,1.062390066,-1.031950842,1.329962428,-0.391877492,-0.440464957,1.745344696,-0.385922897,-0.812974386,0.53650773,2.764047624,2.985636037,1.794957659,0.621136144,2.688819279,-1.511821178
-0.734395446,0.404201832,3.445842069,0.248622142,-0.393730194,-1.76955484,-0.680764874,-1.207629824,1.238404058,0.927314401,-0.593504377,3.323008325,2.893306948,1.909435546,0.535279463,-1.699875095,1.233062399,2.266218884,1.67540786,-0.722486043,1.49686565,1.065931688,-1.028788523,1.328344127,-0.393434027,-0.434375481,1.748049583,-0.38236593,-0.813739734,0.528849028,2.766056173,2.988891213,1.794289053,0.619894249,2.674806891,-1.514539419
-0.741036406,0.405541084,3.43962722,0.270922831,-0.386207766,-1.772370927,-0.690737778,-1.188109534,1.220221089,0.913260461,-0.593757978,3.301611242,2.890953516,1.907139688,0.483070987,-1.703200648,1.221194041,2.260487853,1.674278808,-0.738448192,1.497508555,1.069325501,-1.025459765,1.326613012,-0.394803778,-0.428240985,1.750320229,-0.378986812,-0.814446584,0.520943271,2.768064722,2.992052938,1.793509012,0.618506249,2.660928209,-1.517236108
-0.747180423,0.406689014,3.43296477,0.292832279,-0.378699707,-1.775092356,-0.700473232,-1.168616632,1.202552686,0.899391443,-0.594508088,3.280004384,2.888600084,1.904999481,0.43183837,-1.706438686,1.209494428,2.25446177,1.673173279,-0.753809786,1.498280042,1.072571506,-1.021798132,1.324771677,-0.395924483,-0.422062238,1.752165474,-0.375785542,-0.815082749,0.513037514,2.770073271,2.995136789,1.792840406,0.616972143,2.647209974,-1.519908551
-0.752850086,0.408028265,3.425852376,0.314546108,-0.371215598,-1.777742792,-0.710446136,-1.14915454,1.185398849,0.885707344,-0.595746303,3.258607301,2.886032704,1.903014925,0.381093683,-1.70958921,1.19796356,2.248135633,1.672079511,-0.768539215,1.499308692,1.075672599,-1.017803623,1.322814933,-0.396920666,-0.415842896,1.753584213,-0.372762121,-0.815655542,0.505131757,2.771772812,2.998127189,1.7921718,0.615291932,2.633625445,-1.52256483
-0.758000218,0.409367517,3.418294725,0.336064316,-0.363748253,-1.780322233,-0.72041904,-1.129716413,1.168764525,0.872023245,-0.597463458,3.237210218,2.883465323,1.901224934,0.331812785,-1.712695977,1.186488939,2.241514443,1.671021025,-0.782683893,1.500594503,1.078627332,-1.013809114,1.320746672,-0.397667802,-0.409584882,1.754581971,-0.370094396,-0.816150337,0.496978945,2.773626857,3.001039715,1.79139176,0.613538669,2.620201363,-1.52519417
-0.762698584,0.410706769,3.41028713,0.357191285,-0.356300068,-1.782807016,-0.730391944,-1.110305672,1.152639819,0.858708987,-0.599651914,3.216022911,2.880897943,1.899551681,0.283019817,-1.715715229,1.175239311,2.2345982,1.669974301,-0.796243818,1.502008896,1.081438604,-1.009481729,1.318565597,-0.398165894,-0.403290506,1.755163168,-0.367426672,-0.816567135,0.488826133,2.775326398,3.003858791,1.790723154,0.611602774,2.606937728,-1.527810039
-0.766900008,0.41204602,3.401834278,0.378122633,-0.348873436,-1.785220805,-0.740364848,-1.090925742,1.137029679,0.845394729,-0.602298685,3.194625828,2.878116614,1.89803408,0.235690638,-1.718646966,1.164045932,2.227389404,1.668951098,-0.809218991,1.503680451,1.084103515,-1.004987907,1.316270411,-0.398539462,-0.396962634,1.755330014,-0.364936795,-0.816898623,0.480426266,2.776871436,3.006615566,1.789943114,0.6095573,2.593781058,-1.530401662
-0.770604489,0.413385272,3.39293617,0.398858361,-0.341463569,-1.787539936,-0.750575202,-1.0715732,1.121934104,0.832080471,-0.605392313,3.173228745,2.875335286,1.896711043,0.188849389,-1.721534947,1.153077544,2.219890556,1.667963178,-0.821625217,1.505480587,1.086623516,-1.000161208,1.313862411,-0.398663985,-0.390601786,1.755086928,-0.362802615,-0.817144802,0.472026399,2.778416474,3.009278892,1.789274508,0.607402247,2.580811576,-1.532977122
-0.773857204,0.414724524,3.383592804,0.419398469,-0.334072862,-1.789764409,-0.760548106,-1.052241198,1.107348147,0.819136053,-0.608918286,3.152041438,2.872340009,1.895504745,0.143471928,-1.724335412,1.142165405,2.212101656,1.66698702,-0.833462494,1.507537885,1.089000055,-0.995168072,1.311341596,-0.398663985,-0.384216542,1.754439434,-0.360668435,-0.817298359,0.463379478,2.779961511,3.011864342,1.788494467,0.605101088,2.567975801,-1.535533723
-0.776612976,0.416063775,3.373806525,0.439547337,-0.326698919,-1.791917887,-0.770758461,-1.032940007,1.093266861,0.806191635,-0.612861326,3.13085413,2.86955868,1.894493011,0.098582397,-1.727048364,1.131422011,2.204022704,1.666046144,-0.844762432,1.509723765,1.091234581,-0.990008498,1.308707968,-0.398414939,-0.377806941,1.753393059,-0.358889952,-0.817351982,0.454979611,2.781352045,3.014371918,1.787714427,0.602690351,2.555300472,-1.538076854
-0.778916983,0.417594349,3.363577332,0.459696205,-0.319344135,-1.794000372,-0.780968815,-1.013666203,1.07970014,0.793617058,-0.617206156,3.109666823,2.866349455,1.893636928,0.055156656,-1.729717557,1.120847361,2.195658701,1.665128789,-0.855509226,1.512166806,1.093324196,-0.984516048,1.305961525,-0.397979109,-0.371375042,1.751950011,-0.357111469,-0.817303234,0.446085634,2.782588075,3.016817193,1.786934386,0.600133509,2.54275885,-1.540603822
-0.780724047,0.4189336,3.35290757,0.479453833,-0.31200851,-1.796011863,-0.791179169,-0.994416363,1.066628193,0.781042481,-0.621933678,3.088479515,2.863354178,1.892936496,0.012218844,-1.732299237,1.110328958,2.187014647,1.664234957,-0.86571868,1.51486701,1.095274697,-0.97885716,1.303104861,-0.397356495,-0.364925403,1.750115815,-0.355688683,-0.81714724,0.437438712,2.783824105,3.019184594,1.786154346,0.597467087,2.530350934,-1.543114625
-0.782079345,0.420272852,3.341794894,0.499015841,-0.304692045,-1.797928696,-0.801389523,-0.975187063,1.054070813,0.768652824,-0.627024798,3.067292208,2.860144952,1.892430629,-0.029743109,-1.734793401,1.099979301,2.178085542,1.663376408,-0.875406599,1.517695796,1.097080287,-0.973031834,1.300136679,-0.396547097,-0.358464337,1.747893786,-0.354443744,-0.816876687,0.428544736,2.785060135,3.021474119,1.785374306,0.594691086,2.518103465,-1.545611959
-0.782982876,0.421803425,3.330248678,0.518186608,-0.297392344,-1.799774534,-0.811599877,-0.955991998,1.042013154,0.756263167,-0.63245889,3.046104901,2.856935727,1.892041501,-0.070241273,-1.737243809,1.089798388,2.168878887,1.662553141,-0.884588786,1.520781743,1.098746762,-0.966873633,1.297058277,-0.395550915,-0.351992573,1.745293869,-0.353198806,-0.816489138,0.419650759,2.786141662,3.023716919,1.784482831,0.591805507,2.506016443,-1.54810121
-0.783389466,0.423142677,3.318261892,0.537357376,-0.290111803,-1.801549379,-0.821810231,-0.936817473,1.030455218,0.744243351,-0.638214567,3.025127368,2.853512553,1.891846937,-0.110251507,-1.739650459,1.079673723,2.159394682,1.661765158,-0.893249437,1.523996272,1.100271225,-0.960548994,1.293870951,-0.394305687,-0.345514845,1.742318273,-0.352309564,-0.815974843,0.410509728,2.787068684,3.025881845,1.78370279,0.588810348,2.494063127,-1.550579686
-0.783366878,0.42467325,3.305841566,0.556136903,-0.282848026,-1.803229566,-0.832258035,-0.917670335,1.019397005,0.732408455,-0.644267386,3.004149836,2.85008938,1.891808024,-0.149285881,-1.741969595,1.069717802,2.149637929,1.661000696,-0.901420162,1.527339382,1.101656573,-0.954057917,1.290575998,-0.392935936,-0.339035771,1.738971419,-0.351598171,-0.815336241,0.401368696,2.787995707,3.02798447,1.782811316,0.585669085,2.482243517,-1.553047386
-0.782869935,0.426203824,3.292987701,0.574916431,-0.275598618,-1.804838759,-0.84246839,-0.898547161,1.008823671,0.720758479,-0.650595957,2.982962529,2.846666206,1.891963675,-0.187344397,-1.744201216,1.059874377,2.139611126,1.660271517,-0.909085154,1.531068235,1.102901358,-0.947233964,1.28717601,-0.391379401,-0.332559582,1.735262144,-0.351064626,-0.814558705,0.392227664,2.788922729,3.030040371,1.782031275,0.582454768,2.470584354,-1.555509697
-0.781921226,0.427543075,3.279700296,0.593304718,-0.268370765,-1.806376958,-0.852916194,-0.879454798,0.998759954,0.709108503,-0.657172018,2.961984997,2.843029084,1.892236065,-0.224427052,-1.746345322,1.050199698,2.129311775,1.659577621,-0.916276024,1.534797088,1.104007028,-0.940243573,1.283670989,-0.389636082,-0.326091666,1.73119487,-0.35070893,-0.813644675,0.382839578,2.789695248,3.032033971,1.781139801,0.579094347,2.459085638,-1.557966621
-0.78054334,0.429073649,3.265986382,0.611497385,-0.261157281,-1.807867828,-0.863363998,-0.860386398,0.989181117,0.697828368,-0.663970363,2.941007465,2.83960591,1.892741932,-0.260045919,-1.748445672,1.040581266,2.118749877,1.658919008,-0.922976966,1.538783104,1.104976482,-0.933086744,1.280063527,-0.387705978,-0.319635871,1.726777332,-0.350531081,-0.812586837,0.373698546,2.790467767,3.033980846,1.780248326,0.575624346,2.447693887,-1.56042085
-0.778713688,0.430604222,3.251843615,0.629298812,-0.253962956,-1.809264039,-0.873574352,-0.841345386,0.980092106,0.686548232,-0.670963491,2.920239708,2.83575484,1.893364538,-0.295176856,-1.750502264,1.031131578,2.107927932,1.658307439,-0.929219589,1.543026282,1.105806822,-0.92559704,1.276354921,-0.385589091,-0.313196814,1.722015052,-0.350531081,-0.811380317,0.364063405,2.791085782,3.035880997,1.779356851,0.572081293,2.436489325,-1.562869692
-0.77643227,0.432134795,3.237274339,0.647100239,-0.246783001,-1.810589257,-0.884022156,-0.822331762,0.971487975,0.675637937,-0.678123905,2.899262176,2.832117718,1.894181708,-0.329331934,-1.752427584,1.021738139,2.096843439,1.657719391,-0.934988089,1.547398041,1.106502394,-0.917940898,1.272550358,-0.383285419,-0.306779498,1.716915767,-0.350886778,-0.810022677,0.354675319,2.791549293,3.037734422,1.778465376,0.56842866,2.425391727,-1.565321227
-0.773721674,0.433665369,3.222285584,0.664706046,-0.23961981,-1.81184348,-0.894469961,-0.803345524,0.963373671,0.664912563,-0.685421813,2.878494419,2.828266647,1.895154529,-0.362511152,-1.754352904,1.012513444,2.085506401,1.657178387,-0.940298269,1.551898381,1.107060301,-0.90995188,1.268648542,-0.380857224,-0.300390464,1.711486106,-0.351242475,-0.808506605,0.345040177,2.792167308,3.039556697,1.777573902,0.564666449,2.414454577,-1.567772763
-0.770604489,0.435195942,3.206875007,0.681920613,-0.232475779,-1.81302671,-0.904917765,-0.784390097,0.95573435,0.654372108,-0.692828189,2.857726662,2.824201628,1.896321915,-0.394714512,-1.756146952,1.003401246,2.073916818,1.656672667,-0.945165935,1.556655884,1.10748489,-0.901796424,1.264656215,-0.378179984,-0.294033753,1.705733802,-0.35177602,-0.806827226,0.335652091,2.792476316,3.041332248,1.776682427,0.560794659,2.403677874,-1.570229687
-0.767035538,0.436726515,3.191047294,0.69913518,-0.225343722,-1.814138947,-0.915365569,-0.765465481,0.948574961,0.644016574,-0.700313242,2.83674913,2.820350558,1.897644952,-0.425942011,-1.757941001,0.994345295,2.06207719,1.656202229,-0.949575281,1.561541967,1.107773263,-0.89347453,1.260572729,-0.375378221,-0.287716097,1.699667697,-0.352487413,-0.804986978,0.325769894,2.792939827,3.043076648,1.775679518,0.556849816,2.393034876,-1.572691998
-0.763037409,0.438257089,3.174807132,0.715958506,-0.218230825,-1.815203854,-0.925813373,-0.746564829,0.941890555,0.63384596,-0.707847183,2.816191149,2.816285539,1.899162553,-0.456193652,-1.759603777,0.985458089,2.049997519,1.655778834,-0.953557916,1.566556632,1.107931215,-0.884986198,1.256402492,-0.372389674,-0.281441153,1.693295524,-0.353554503,-0.802971236,0.316134753,2.793094331,3.044789899,1.774788043,0.552795394,2.382525585,-1.575162392
-0.758655279,0.439787662,3.158154522,0.732586213,-0.211129902,-1.816197767,-0.936261177,-0.727705258,0.935681133,0.623860267,-0.715398692,2.795423392,2.81222052,1.900835806,-0.485469432,-1.761266554,0.976683379,2.037672804,1.655390723,-0.957098037,1.571828459,1.107954401,-0.876164991,1.252149136,-0.369276604,-0.275215269,1.686626123,-0.354621593,-0.80078975,0.306252557,2.793403338,3.046487574,1.773785134,0.54866792,2.37215,-1.577640867
-0.753843971,0.441318235,3.141094151,0.74921392,-0.204045743,-1.817120686,-0.946708982,-0.708873074,0.9299368,0.614244414,-0.72293798,2.774655635,2.807941553,1.902703623,-0.514257284,-1.762798058,0.967964918,2.025115547,1.655037895,-0.960211446,1.577357448,1.107848616,-0.867177346,1.24781707,-0.36597675,-0.269044987,1.679666124,-0.355866531,-0.798430333,0.296617415,2.793403338,3.048154099,1.772893659,0.544430866,2.361934862,-1.580132813
