,xVelocity,yVelocity,xPower,yPower,condition
0,200.74987643893482,74.97104983520416,5264965714296.697,1381014426576.244,EOFTanDF
1,50.04000000002029,51.3600000000706,690678464051.5164,499884524850.2376,EOFT
2,62.04000000001945,75.60000000017735,1438465328647.2012,999351962439.8374,ECFT
3,358.7325347519391,269.99911865080907,9276460604680.428,4790070716703.56,ECFTanDF
4,160.22069899051036,94.65709887632212,2210274782381.185,1481566697782.3823,EOFTanDB
5,180.54371128865165,128.05794284732704,5248103967119.358,3450429918178.538,ECFTanDB
6,84.00000000003496,46.8000000002193,782042553375.8303,462989978987.03503,EOFT
7,779.3862243538222,183.16012063520762,6107050749624.965,1369117944768.0466,EOFTanDF
8,258.83514543466225,136.66088753386566,5708069853031.487,3200556308333.0034,ECFTanDF
9,87.96000000008391,81.12000000005797,1410447909208.32,705238572875.029,ECFT
10,136.6503690810651,113.31354883754446,3728879533336.395,1773162317698.1497,EOFTanDB
11,180.22314340393632,160.70989286683022,6033361027578.834,4051767161025.114,ECFTanDB
12,133.39897837510142,108.3412172257675,3250367024369.5366,1739602120307.292,EOFTanDB
13,50.40000000004774,66.84000000010232,1058649371291.5251,836214132932.6421,ECFT
14,165.85922830034494,119.67204347023883,4313187615267.733,1672829711413.3018,EOFTanDF
15,265.3649666838444,135.31841368188236,6083707614590.296,4891744009663.685,ECFTanDB
16,123.49662320729794,85.99786671662096,3184196933149.007,1651688262485.3127,EOFTanDF
17,55.200000000075036,66.00000000006692,718871510092.3223,548101699077.6045,EOFT
18,143.1247142831028,149.06005824906455,6137579547129.606,5294467122696.379,ECFTanDB
19,158.59273368886022,140.2953979062783,7824394748948.764,3068286283775.094,ECFTanDF
20,50.280000000002026,72.48000000012159,788140031143.6729,864291165887.5259,ECFT
21,81.92585317588457,94.7150709279786,1929617193708.1304,1141616240759.007,EOFTanDB
22,225.4827926348009,121.67673611863447,3416251415251.506,2826636164115.8794,ECFTanDF
23,279.3285453048362,204.3169709040104,5961349587199.4795,4908177162243.211,ECFTanDB
24,57.96000000005662,64.43999999999335,810246900065.7578,634758705178.5643,EOFT
25,56.400000000033934,55.800000000114665,697091323237.9207,631768283864.6399,EOFT
26,134.22915097387875,160.08016606624082,2870849521277.9478,1930084256535.7043,EOFTanDF
27,70.80000000003513,70.44000000007455,1101249397176.4893,691660687443.8446,ECFT
28,161.70764245872783,96.84146837334119,4161105864800.822,1589367715857.6492,EOFTanDB
29,179.8195308847694,143.93840040939224,4284330165983.66,3187450251335.3374,ECFTanDF
