,xEntropy,yEntropy,condition
0,0.2458551364615385,0.18057683800000002,ECFTanDB
1,0.8901230402307693,0.6980851525897435,ECFTanDF
2,0.09438621797435896,0.07092371405128205,ECFT
3,0.21097587105128204,0.18933915966666667,EOFTanDF
4,0.7329728182307692,0.7348965737179487,EOFT
5,0.07674153646153846,0.06200485653846153,ECFT
6,0.27824956538461537,0.22193631892307691,EOFTanDF
7,0.30199142784615385,0.21811019674358972,ECFTanDB
8,0.2103745317692308,0.11911392087179483,EOFTanDB
9,0.07658411484615381,0.06936823087179489,ECFT
10,0.858436771051282,0.7094175431282052,EOFTanDB
11,0.9220412130256411,0.7130700083589745,ECFTanDF
12,0.047774286692307696,0.057347034692307695,EOFT
13,0.221057346,0.1627775243846154,EOFTanDF
14,0.28709169282051283,0.23380953948717953,ECFTanDF
15,0.27597343166666666,0.19667325474358974,ECFTanDB
16,0.08880216576923076,0.08764423835897436,EOFT
17,0.21873938369230764,0.11292450512820515,EOFTanDB
18,0.28634610333333327,0.22129544120512817,ECFTanDB
19,1.0552332883846152,0.7850543605897435,EOFTanDB
20,1.0019241528205127,1.0828035155641025,ECFT
21,0.2865101263076924,0.20639813805128204,ECFTanDF
22,1.0551217901025642,0.7700283625641026,EOFTanDF
23,0.03446374112820514,0.04056797466666666,EOFT
24,0.2028919402820513,0.18271922338461538,ECFTanDB
25,0.21559247315384616,0.11455437458974359,EOFTanDB
26,0.04398820153846154,0.0741283451025641,ECFTanDF
27,0.05615094061538462,0.03935411812820513,ECFT
28,0.038871878128205126,0.035640841974358975,EOFT
29,0.1895967857179487,0.12725101358974358,EOFTanDF
