,xVelocity,yVelocity,xPower,yPower,condition
0,106.2945442161179,78.10177244112742,2435142795425.497,1690367719763.7185,EOFTanDB
1,251.47157029997402,176.46226155241126,5082388395642.318,6849661993836.075,ECFTanDB
2,148.58444813520407,191.62673455739153,5269004093474.505,10160439330842.646,ECFTanDF
3,46.800000000046275,60.60000000009477,550755900161.2804,554516424426.2389,EOFT
4,51.60000000003462,45.24000000011152,449536919074.56195,441064853532.0003,EOFT
5,81.57165450453844,64.16591664611039,977611612183.8779,1197142624596.5286,EOFTanDF
6,80.03999999997018,93.6000000000764,1356813888052.3298,1573140866372.6223,ECFT
7,225.85955600430538,189.77270178760256,5529432270682.176,9638378937812.445,ECFTanDF
8,67.50295357130976,67.35479678730397,862482910289.1902,834394319080.1014,EOFTanDB
9,96.90097013900788,77.1591297051381,1565633060697.204,1463911846585.374,EOFTanDB
10,91.20000000002167,114.12000000006367,1332009066909.5732,1962938199820.3184,ECFT
11,203.40878741236247,170.1650778569598,4813782087232.779,5703988456055.028,ECFTanDB
12,114.72589254501136,70.29399722693303,1763219880475.9104,1432624543797.1646,EOFTanDF
13,111.60514091071089,121.75496783746038,1340552263495.3608,1212072137836.4272,EOFTanDF
14,45.60000000005458,43.20000000004502,559200906351.3535,496421031408.48364,EOFT
15,121.56032145986444,176.6761285406992,4190728211471.344,6832287240286.4795,ECFTanDF
16,189.32188193259492,144.64702843226763,4195741139771.6304,4936464901937.5205,ECFTanDB
17,78.1200000000689,87.60000000009741,1949220455896.8047,1976395303084.301,ECFT
18,41.88000000000316,51.6000000000735,507139852612.3137,513224785622.88153,EOFT
19,92.58296264093384,81.00106846593515,1211170905708.9043,1370900458672.9878,EOFTanDF
20,172.88132858699484,207.73872762286254,4057563638585.774,6925281316638.797,ECFTanDF
21,79.20000000005459,104.64000000008022,1168183452941.276,1116582615545.7449,ECFT
22,106.12633858561227,100.33585339025652,1286827279512.8835,1311495928105.4075,EOFTanDB
23,681.5629199818411,184.55942328358097,8822541090326.45,6855864958030.491,ECFTanDB
24,155.38036641952255,124.59948755723708,1310796268612.2485,1407451807889.8728,EOFTanDF
25,44.40000000005082,40.44000000011358,443421298062.7211,482558970938.40204,EOFT
26,57.240000000025915,72.4800000000926,1021697285425.929,1294071025327.2136,ECFT
27,132.64902826364707,209.78396711055052,4825621354202.821,6974901425527.518,ECFTanDF
28,81.7376153879774,72.96270030842382,1949270661643.5312,1456562821881.181,EOFTanDB
29,178.70644500604797,222.67110345417487,3804859168873.8394,7573225991510.059,ECFTanDB
