,xVelocity,yVelocity,xPower,yPower,condition
0,28.800000000081855,67.2000000002183,310912789400.63763,395873765052.48254,EOFT
1,93.29635191461388,62.914789027712814,1570345572263.709,1401434122566.6084,EOFTanDF
2,120.76633946178102,134.4766269452863,2137856469002.0042,2635635474234.2373,ECFTanDF
3,67.5600000000771,78.00000000001535,935279355443.0387,1474909092653.7798,ECFT
4,115.51329003025064,89.53716401073837,2230058213313.838,1169589325535.097,EOFTanDB
5,605.75459831306,252.59183955373888,17999627741439.62,7055530062372.861,ECFTanDB
6,75.16495930064586,69.54818697047969,1434610803043.624,1098880628011.0172,EOFTanDF
7,42.48000000004707,50.40000000003887,381187793953.4437,498095808343.1923,EOFT
8,52.32000000001024,99.6000000001197,483137066530.0767,1138038193846.0715,ECFT
9,76.10160286362762,131.98339052590904,1415758393519.0752,2164738196561.4512,ECFTanDF
10,88.7114801999234,66.19694233162413,2214575749696.534,1351023840430.719,EOFTanDB
11,118.07676275521958,67.95742365139562,2744650466356.85,1671794817713.058,ECFTanDB
12,108.18578140486738,90.16949627183911,1841130445597.9072,1058679174970.3159,EOFTanDB
13,168.22707175904912,124.34196563727896,4142538978193.315,3647722697389.939,ECFTanDB
14,121.09708395759917,83.11825122650293,2154165296771.1567,1533147843023.6638,EOFTanDF
15,87.60000000006447,124.80000000003702,909866476437.1255,2412714298688.6353,ECFT
16,34.679999999974676,54.60000000016371,335464538208.4783,560548275488.6392,EOFT
17,94.02262010119875,94.83688828001841,1951953992739.4993,1642270669505.1848,EOFTanDF
18,42.240000000057975,80.40000000020858,680735033258.3981,1690632263813.7542,ECFT
19,216.7697037093031,140.33359228757848,3854699959015.612,4070259406652.088,ECFTanDF
20,156.08635367993082,139.20677577384475,4647800924319.476,4277718741345.604,ECFTanDB
21,103.96987392999786,99.51242517617138,2223584204816.6865,1875073952509.5547,EOFTanDB
22,49.200000000033086,58.800000000042225,362173052187.36304,485938798106.41003,EOFT
23,245.32001616241297,122.44279778121624,4720845383375.828,3634649216513.442,ECFTanDB
24,142.9378198882065,121.49897174671275,2188219875079.2236,2960317412098.0312,ECFTanDF
25,85.60550252442489,132.69210700123085,1362192558142.0422,1915342598476.2063,EOFTanDF
26,41.16000000007026,46.80000000022194,355668854726.886,470046871497.6067,EOFT
27,125.92785478881248,131.55742436134759,2182352725274.7593,3528416837147.411,ECFTanDF
28,123.82359054348407,67.5560604784861,1629162575838.159,904058840849.9716,EOFTanDB
29,49.320000000065484,96.36000000006757,617228080771.6837,1898908307203.6802,ECFT
