,EOFT,ECFT,EOFTanDB,ECFTanDB,EOFTanDF,ECFTanDF
0,0.9505012305519294,0.9221691135196775,0.8625632561028035,0.7916602847444517,0.8190958221474005,0.8447780317490053
1,0.9285525407099069,0.9228143703736984,0.5272223375055212,0.891956755976586,0.7047929773311148,0.918637310026336
2,0.9583111173993892,0.7881102754737572,0.7554962508875027,0.6652187361473479,0.6477749386899336,0.7866138294489451
3,0.9657603024376135,0.9393186601768944,0.9444031401138133,0.8765101285313774,0.9211171938118488,0.8276199329305933
4,0.9740897545692561,0.9808307862212636,0.8376813389582953,0.9234114548215243,0.8690936139363379,0.8659276135880187
5,0.9417515707278371,0.8701939957681661,0.8633209951795022,0.9479579143669147,0.6975735073372497,0.8662382056367306
