,xVelocity,yVelocity,xPower,yPower,condition
0,63.60000000000546,77.88000000005133,624978874608.4717,1143832627601.2676,ECFT
1,206.23917892445542,161.87500916671007,5235074168340.455,4667973952832.79,ECFTanDF
2,182.39247033991055,173.46322283641263,2914269275022.7554,4183654628637.883,ECFTanDB
3,32.640000000011085,57.72000000008135,267952075824.96088,377164970218.08136,EOFT
4,148.80719279078912,88.8533770494432,1321231148461.8098,1201362396937.369,EOFTanDF
5,127.17780024439608,138.86761379421733,2787279197713.9106,3721866128000.146,ECFTanDB
6,121.4378809412264,97.41053263586866,1980563810740.118,2024936050777.687,EOFTanDF
7,50.76000000001109,89.16000000025211,546064264614.24054,1377798053035.684,ECFT
8,107.30940531362346,100.19648451396314,1846265426804.6316,1729454810605.9492,EOFTanDB
9,208.11602264240864,248.01633345081933,4970127188561.128,6746781309132.415,ECFTanDF
10,138.2783135171466,157.39141758908895,2320075805080.9014,1746402680079.0735,EOFTanDB
11,37.079999999997746,57.59999999998124,383109526357.91907,721693769453.2961,ECFT
12,73.33026910905446,118.09940630991646,1120175867134.562,1510421943466.0068,EOFTanDF
13,22.80000000002149,28.800000000103,196330220513.27902,181395013079.52148,EOFT
14,40.920000000024984,40.92000000010641,234553059188.64087,324465481641.6047,EOFT
15,86.93149915898067,119.98777453295452,1683533524195.0874,3398114950543.984,ECFTanDB
16,119.45681325003616,141.5810761846726,2367680540130.121,4016838059019.1094,ECFTanDF
17,102.00002319692916,84.02282044710344,1329740649645.8708,1659672139820.478,EOFTanDB
18,123.00747198247609,170.71605970783875,3250004495658.968,5581480448388.3545,ECFTanDB
19,144.2048286824126,137.90592825508978,1732726012786.8933,1516704643656.3577,EOFTanDB
20,150.73498388867998,138.74124285010785,4411165035410.611,5813220670042.683,ECFTanDF
21,42.00000000003752,47.520000000042124,271544852839.6815,419311000300.32324,ECFT
22,34.56000000000648,43.44000000014646,223252099041.6016,411959979885.6061,EOFT
23,64.4844249805157,98.92163188258681,750768321064.7427,1353096871278.4788,EOFTanDF
24,134.44995667229767,150.88036838533313,2473325641899.03,4070807072608.064,ECFTanDB
25,102.25982499903088,81.25370827853254,1199904162174.4998,1381700657518.271,EOFTanDB
26,32.40000000002509,52.08000000010603,374176829769.1249,559019577587.0424,ECFT
27,112.84730954395123,157.46456009111225,2246343779715.9517,5800193413648.75,ECFTanDF
28,67.94905621473383,112.48072638122903,755468268588.9385,1871001898828.777,EOFTanDF
29,49.199999999974594,50.40000000003597,291264485554.07715,382960544405.75653,EOFT
