,xVelocity,yVelocity,xPower,yPower,condition
0,416.7377893712195,441.7572161275692,18462130448552.598,16977287376366.34,ECFTanDB
1,1525.1214423596675,736.064123999882,337990884527196.44,76139251619241.44,ECFTanDF
2,91.32000000002752,68.64000000022611,1599142312213.9426,1180492244373.5935,ECFT
3,158.67733906613756,146.11851886166684,4516820693830.919,5088141686061.673,EOFTanDF
4,555.9600000002132,624.0000000002175,47948990332716.414,51357777539437.16,EOFT
5,80.76000000003887,73.19999999999217,1332457775252.6396,1032715521993.5991,ECFT
6,275.52556740936353,345.380911145973,14697307935189.465,21221526261116.47,EOFTanDF
7,390.18249671876225,178.2586406689074,19664770526674.23,9831420496327.818,ECFTanDB
8,172.91874628479934,121.51085952528729,5221931756429.996,2714012085787.359,EOFTanDB
9,60.00000000006821,130.0800000000631,1105642861467.852,1218988786844.1248,ECFT
10,1565.4629778939072,706.8932814546832,333850690106441.6,75125534746675.34,EOFTanDB
11,1554.429646200117,679.7483160001141,336667566633789.0,65880458759982.24,ECFTanDF
12,51.600000000016074,66.00000000011931,571142063822.4036,825216942528.0011,EOFT
13,152.2430047838397,102.2056302402692,5105674313315.501,3345009201578.071,EOFTanDF
14,322.6656765829531,420.1440947287948,14859022086881.404,18369975268505.72,ECFTanDF
15,757.2998566347462,412.3546602409289,24384151165914.082,17733594828995.78,ECFTanDB
16,90.00000000005029,84.12000000013911,1270066787785.4202,1540526467282.5571,EOFT
17,166.15422066069195,85.37290152559328,5346493147556.229,1731102618131.3445,EOFTanDB
18,491.98767189807995,275.03911532195264,17933530088809.33,14935041081533.916,ECFTanDB
19,1442.5593358155638,661.1089496199935,316344149512204.4,63773947053651.19,EOFTanDB
20,1679.6399999999762,1404.6000000000274,309132209049940.56,187844309394682.56,ECFT
21,381.12336876610226,319.68237102561716,25321857168143.836,21458256660212.31,ECFTanDF
22,1613.1277875018063,697.0964700402171,328572562774911.94,60149853036768.37,EOFTanDF
23,39.59999999999873,48.00000000018758,268400576816.64005,451342949420.1688,EOFT
24,132.0134424068032,134.37164386729947,4315338292584.015,4052077507883.95,ECFTanDB
25,205.38078833311965,244.1782300190518,6350475265475.358,3639291440910.3794,EOFTanDB
26,41.7600000000174,60.12000000011609,381240979577.2764,895782550011.8545,ECFTanDF
27,41.52000000005653,66.12000000013185,599857427939.0466,535591569474.7274,ECFT
28,55.20000000004775,49.20000000015007,423036689536.8054,339754015792.8009,EOFT
29,137.98564503359123,103.53721466643887,3690018425210.421,2176508729044.7703,EOFTanDF
