,xEntropy,yEntropy,condition
0,0.037054069717948716,0.03941027343589744,EOFT
1,0.10726433715384613,0.09642632671794872,EOFTanDF
2,0.12413917589743588,0.12187131520512819,ECFTanDF
3,0.06977714733333333,0.08330013574358974,ECFT
4,0.1297425027948718,0.0856437757948718,EOFTanDB
5,0.18216074694871795,0.1540245755897436,ECFTanDB
6,0.09903776292307694,0.07660459189743589,EOFTanDF
7,0.037713132692307694,0.048211232487179484,EOFT
8,0.04939687843589743,0.07443199633333333,ECFT
9,0.10178408028205126,0.11471596092307693,ECFTanDF
10,0.14239022087179487,0.09737685923076923,EOFTanDB
11,0.15425593889743588,0.105251746,ECFTanDB
12,0.11918441271794872,0.07629017815384614,EOFTanDB
13,0.16717213012820512,0.16235313466666665,ECFTanDB
14,0.12102771397435895,0.10170095284615387,EOFTanDF
15,0.06369792466666667,0.10713290607692308,ECFT
16,0.038330412794871795,0.050346189205128206,EOFT
17,0.12575153741025644,0.10431938251282051,EOFTanDF
18,0.053744283564102574,0.09516839251282051,ECFT
19,0.1446141317179487,0.15902878502564102,ECFTanDF
20,0.18114959256410254,0.16647569092307693,ECFTanDB
21,0.12334312028205129,0.11420565997435894,EOFTanDB
22,0.03817224964102565,0.043779531846153845,EOFT
23,0.1738660488205128,0.1370661695384615,ECFTanDB
24,0.11566878512820512,0.1403814776153846,ECFTanDF
25,0.09716051884615384,0.1050262812051282,EOFTanDF
26,0.03979605579487179,0.04044610712820513,EOFT
27,0.12874189520512822,0.14524662507692307,ECFTanDF
28,0.10136114912820512,0.07014925423076923,EOFTanDB
29,0.049335576512820514,0.09613521189743592,ECFT
