SB02_Trial17,SB02_Trial2,SB02_Trial12,SB02_Trial7,SB02_Trial22,SB02_Trial31,SB05_Trial31,SB05_Trial22,SB05_Trial12,SB05_Trial7,SB05_Trial17,SB05_Trial2,SB04_Trial2,SB04_Trial17,SB04_Trial7,SB04_Trial12,SB04_Trial22,SB04_Trial31,SB06_Trial22,SB06_Trial31,SB06_Trial2,SB06_Trial17,SB06_Trial7,SB06_Trial12,SB08_Trial22,SB08_Trial31,SB08_Trial17,SB08_Trial2,SB08_Trial12,SB08_Trial7,SB01_Trial2,SB01_Trial17,SB01_Trial7,SB01_Trial12,SB01_Trial22,SB01_Trial31
0.029439278,2.51534373,0.083654733,-0.241284099,0.797907167,0.846203235,-0.214576049,0.587919417,-1.467798055,2.137923883,0.767629637,0.51796189,-0.325572274,0.867521844,2.076058567,1.036307692,2.896279106,0.584415589,-0.694714537,0.112388574,-0.454110326,1.425836289,-0.388799948,1.528344136,-0.457107949,0.139060402,-0.067049037,-1.173597249,0.602460801,0.080672571,2.467827085,-1.047044287,-1.436127118,-0.853720945,-1.032937466,-0.630301819
0.018413451,2.516478722,0.088837203,-0.205531331,0.787066092,0.854317579,-0.214284808,0.599081841,-1.472774821,2.128763279,0.753250982,0.529487824,-0.354012872,0.873840145,2.095402786,1.036105632,2.860846929,0.577619461,-0.691367147,0.093260221,-0.455490894,1.427890615,-0.396446811,1.538338866,-0.486955359,0.134739985,-0.106870822,-1.169516097,0.598781115,0.085101063,2.44583127,-1.024806388,-1.434520001,-0.850313566,-1.031250056,-0.65422834
0.00724443,2.517613714,0.094389849,-0.170619805,0.776225017,0.861963787,-0.213702326,0.609876273,-1.477502748,2.119394479,0.738872326,0.541235411,-0.381640881,0.880482462,2.114002996,1.035903572,2.825808442,0.571007012,-0.688019756,0.07427678,-0.456772851,1.429602553,-0.403919881,1.548106444,-0.516174404,0.130419567,-0.146344819,-1.165080063,0.59533141,0.089529555,2.424221346,-1.003153696,-1.432912884,-0.84674393,-1.029281412,-0.67762707
-0.004067783,2.51855954,0.09957232,-0.136339209,0.765600763,0.869297906,-0.213411085,0.620548041,-1.482230675,2.109609289,0.724301955,0.552761346,-0.40926889,0.887124778,2.132231202,1.035701511,2.790769956,0.564578242,-0.684463154,0.055293338,-0.458054807,1.431086233,-0.411219159,1.557646868,-0.545079265,0.126243163,-0.185471027,-1.160821469,0.592111685,0.093958046,2.402611423,-0.982086213,-1.431305767,-0.84333655,-1.027031533,-0.700849869
-0.015523188,2.519694532,0.10475479,-0.102479234,0.75497651,0.876163889,-0.212828604,0.630974481,-1.486709764,2.099407707,0.709635726,0.564508933,-0.436490605,0.893767094,2.150087404,1.035297391,2.75612516,0.558516831,-0.680906552,0.036454809,-0.459139539,1.432341655,-0.418344644,1.567414445,-0.573355759,0.121922746,-0.224249447,-1.156207994,0.58912194,0.098193995,2.381387391,-0.961603937,-1.42989954,-0.839604658,-1.024781654,-0.723720808
-0.027121786,2.520640358,0.109567083,-0.069670812,0.744785899,0.882873828,-0.212537363,0.641278257,-1.490940015,2.088789735,0.69487364,0.575813215,-0.46371232,0.900733426,2.167571602,1.03489327,2.721480365,0.552639098,-0.677140738,0.017906103,-0.460224272,1.433254689,-0.425122545,1.576727717,-0.601632254,0.117602328,-0.262680078,-1.151594518,0.586362176,0.102622487,2.36016336,-0.941706869,-1.428493312,-0.835872765,-1.02225054,-0.746239887
-0.03900677,2.521586185,0.114749553,-0.03728301,0.734595288,0.889115631,-0.211954881,0.651336705,-1.495170266,2.077755371,0.680111554,0.587339149,-0.49052774,0.907699758,2.184311792,1.034287089,2.687622951,0.547128724,-0.673165712,-0.000642603,-0.461309004,1.433939464,-0.431726654,1.586268141,-0.629280382,0.113425924,-0.30076292,-1.146981042,0.583832392,0.107050979,2.338939328,-0.922395009,-1.427087085,-0.832140873,-1.019438191,-0.768407104
-0.050891753,2.522342846,0.119561847,-0.00573645,0.724621499,0.895045343,-0.21166364,0.661272489,-1.499151679,2.066304616,0.665157752,0.598865084,-0.516936867,0.914828098,2.200679977,1.033680908,2.653765537,0.54161835,-0.669190686,-0.019046397,-0.462196512,1.434395981,-0.43815697,1.595581413,-0.656614327,0.109105507,-0.338497974,-1.142190124,0.581532589,0.111286927,2.318101187,-0.903863427,-1.425881747,-0.828246725,-1.016344607,-0.790222461
-0.062919929,2.523099507,0.124374141,0.02538949,0.714864531,0.900662966,-0.2113724,0.670962945,-1.503133091,2.05443747,0.65020395,0.610169366,-0.542939699,0.921956437,2.216676158,1.033074727,2.619908123,0.536659013,-0.665006448,-0.03730528,-0.463084021,1.43451011,-0.444413494,1.604667531,-0.683319905,0.104785089,-0.37588524,-1.137221766,0.579462766,0.115522876,2.297263047,-0.885917052,-1.42447552,-0.824352577,-1.013251023,-0.811861888
-0.07523449,2.523856168,0.128816258,0.055674187,0.705107564,0.905812454,-0.210789918,0.680408073,-1.506865665,2.042153933,0.635058433,0.621473648,-0.568942531,0.929408792,2.231928331,1.032266486,2.586838091,0.531699676,-0.660612998,-0.055419251,-0.463872917,1.434281852,-0.450496226,1.61375365,-0.710025483,0.100464671,-0.412924717,-1.132253407,0.577852903,0.119758824,2.276810798,-0.868360815,-1.423270182,-0.820296172,-1.009876205,-0.832973524
-0.08754905,2.52461283,0.133628552,0.085327954,0.695784239,0.910805896,-0.210498677,0.689730537,-1.510349401,2.0296622,0.620008773,0.63277793,-0.594539069,0.936861147,2.247180503,1.031458244,2.553768059,0.527107698,-0.656219548,-0.07338831,-0.464563201,1.433825335,-0.456231373,1.622612616,-0.736102695,0.096144254,-0.449616405,-1.127285048,0.576243041,0.124187316,2.256358549,-0.851779926,-1.422265734,-0.816239768,-1.006220151,-0.85390923
-0.100006804,2.525180326,0.138070669,0.114140479,0.686460915,0.915331203,-0.209916195,0.698807673,-1.513833137,2.016545881,0.604767398,0.643860559,-0.619729312,0.94447551,2.261316663,1.030650003,2.521091717,0.522699399,-0.651616887,-0.091067545,-0.465154873,1.433140559,-0.46196652,1.631471581,-0.761865723,0.091679822,-0.485960305,-1.121961807,0.575093139,0.128423265,2.235906301,-0.835589174,-1.421060396,-0.812021107,-1.002282863,-0.874317145
-0.112750943,2.525747821,0.142512786,0.142322073,0.677354411,0.919388375,-0.209624955,0.707762145,-1.517316873,2.003221367,0.589526024,0.654943188,-0.644919556,0.952089872,2.275452823,1.029639701,2.488415376,0.518474778,-0.646805013,-0.10874678,-0.465647934,1.431999267,-0.467354082,1.640330547,-0.787000385,0.087359405,-0.521782523,-1.116816007,0.574173218,0.132659213,2.215839943,-0.8201787,-1.420055948,-0.807802446,-0.998345574,-0.894549129
-0.125495081,2.526315317,0.146584727,0.170083046,0.66846473,0.923289502,-0.209333714,0.716471289,-1.520551771,1.989480461,0.574284649,0.666025817,-0.669703505,0.959866243,2.288844975,1.028629399,2.456132725,0.514617516,-0.64199314,-0.126136192,-0.466140994,1.430743846,-0.472567852,1.648962359,-0.812135046,0.082894973,-0.557430846,-1.111315324,0.573483277,0.136895162,2.195773586,-0.805353434,-1.4190515,-0.803421529,-0.994127051,-0.914429253
-0.138525605,2.526693648,0.151026844,0.197002777,0.659575048,0.926878539,-0.208751232,0.724935105,-1.523537831,1.975323164,0.558947416,0.677108447,-0.69408116,0.967804621,2.301865122,1.027619098,2.424243766,0.510943934,-0.636972054,-0.143235781,-0.466535442,1.429146036,-0.477607829,1.657594172,-0.836641342,0.078574555,-0.592557486,-1.105814641,0.573023316,0.14113111,2.17609312,-0.791113376,-1.418047052,-0.799040612,-0.989627293,-0.933957516
-0.151556129,2.527071979,0.155098785,0.223081267,0.65111901,0.929999441,-0.208459991,0.733153593,-1.526275052,1.960957671,0.543610183,0.688191076,-0.718458815,0.975742999,2.314513265,1.026406736,2.392748497,0.50745403,-0.631741757,-0.160190457,-0.466831278,1.427205839,-0.482300222,1.665998832,-0.86051927,0.074110124,-0.627162443,-1.100313958,0.572793336,0.145174516,2.156412654,-0.777653595,-1.417243493,-0.794497439,-0.985127535,-0.953133919
-0.164729845,2.527450309,0.159170725,0.248739136,0.642662971,0.932808252,-0.20787751,0.741249417,-1.529261111,1.945967592,0.528272951,0.699052053,-0.742430176,0.984005392,2.3264174,1.025194374,2.361253228,0.504147806,-0.626511459,-0.177000222,-0.467028502,1.424923255,-0.486818823,1.674403491,-0.884397199,0.069645692,-0.661593506,-1.094635834,0.572793336,0.149410464,2.136732188,-0.764779021,-1.416439935,-0.789954266,-0.980346541,-0.971958461
-0.178189947,2.52782864,0.163242666,0.273555763,0.634423754,0.935304973,-0.207586269,0.749099913,-1.531749494,1.930769318,0.512935718,0.70991303,-0.765995243,0.992267786,2.33794953,1.023779951,2.33015165,0.501208939,-0.62107195,-0.193520163,-0.467127114,1.422412412,-0.491163631,1.682580998,-0.907646761,0.065037247,-0.695502887,-1.08895771,0.573253296,0.153646413,2.117437614,-0.752684725,-1.415636376,-0.785411093,-0.975284313,-0.990431142
-0.191650048,2.528017805,0.167314607,0.297741459,0.626184537,0.937333559,-0.207003787,0.756705081,-1.534237877,1.915362848,0.497598486,0.720774006,-0.789154015,1.00053018,2.349109657,1.022365529,2.299443763,0.498453752,-0.615423229,-0.209750281,-0.467127114,1.419559181,-0.495334647,1.690758505,-0.93058214,0.060572815,-0.728890584,-1.083102144,0.573943237,0.157882362,2.09814304,-0.741175637,-1.414832818,-0.780705664,-0.969940851,-1.008727894
-0.205253342,2.52820697,0.171016371,0.321296224,0.618378963,0.9392061,-0.206712546,0.764064921,-1.53672626,1.899539986,0.482261253,0.731634983,-0.812312787,1.008954581,2.359525774,1.020951107,2.268735876,0.496065923,-0.609565296,-0.225690575,-0.467127114,1.416477691,-0.499158078,1.698708858,-0.953203336,0.05596437,-0.761930493,-1.077069137,0.574863159,0.161925767,2.079234357,-0.730251757,-1.414230149,-0.775837979,-0.964597388,-1.026496854
-0.218999829,2.528396136,0.174718136,0.344220058,0.610573388,0.940610506,-0.206421306,0.771302096,-1.538965804,1.883300734,0.467019878,0.742274307,-0.835065266,1.01754099,2.369569888,1.019536684,2.238815371,0.493678095,-0.603498151,-0.241485958,-0.467028502,1.412939685,-0.502807717,1.706659212,-0.975510348,0.05121191,-0.79444872,-1.07103613,0.576013061,0.166161716,2.060325674,-0.720108153,-1.41342659,-0.770970293,-0.95897269,-1.044089884
-0.232746316,2.528396136,0.1784199,0.36651296,0.602984636,0.941702821,-0.205838824,0.778293944,-1.54095651,1.866853286,0.451682645,0.752913631,-0.857411449,1.026289406,2.379241998,1.017920202,2.208501175,0.491657624,-0.597431006,-0.256846605,-0.466831278,1.409173421,-0.506283564,1.714382413,-0.997188994,0.046603465,-0.826619157,-1.065003123,0.577392943,0.170397664,2.041802883,-0.710744827,-1.412823922,-0.765940352,-0.953066757,-1.061155123
-0.246779187,2.528396136,0.182121664,0.387964621,0.595612705,0.942483047,-0.205547583,0.785040464,-1.542947217,1.850197643,0.436441271,0.763552956,-0.879757633,1.035037823,2.388542103,1.016101659,2.17897436,0.489820833,-0.591154649,-0.271917428,-0.466535442,1.405064768,-0.509411826,1.722105614,-1.018553456,0.041851005,-0.858267912,-1.058615234,0.579232785,0.174633613,2.023280091,-0.701966709,-1.412422142,-0.76091041,-0.947160825,-1.078044432
-0.260955252,2.528396136,0.185453252,0.408785351,0.588457595,0.942951182,-0.204965101,0.791541656,-1.544689085,1.833125608,0.421295753,0.77419228,-0.901291229,1.043948248,2.3970982,1.014485176,2.149447546,0.48816772,-0.584669081,-0.286698429,-0.466140994,1.400613728,-0.512366296,1.729601661,-1.039603736,0.037098546,-0.889394985,-1.052404785,0.581302609,0.178677018,2.0047573,-0.693968868,-1.411819473,-0.755880468,-0.940692422,-1.09458188
-0.275131316,2.528396136,0.18878484,0.42897515,0.581302485,0.943107227,-0.204673861,0.79779752,-1.546430953,1.815845378,0.406246094,0.784609951,-0.922824824,1.05302068,2.405282292,1.012464573,2.120314422,0.486698287,-0.578183512,-0.301189605,-0.465647934,1.39593443,-0.515146973,1.737097709,-1.060025648,0.032202073,-0.920174268,-1.046016896,0.583602412,0.182912967,1.9866204,-0.686751305,-1.411417694,-0.750688271,-0.934505255,-1.110767467
-0.289450573,2.52820697,0.192116428,0.448534017,0.574581019,0.942951182,-0.204091379,0.803808056,-1.547923982,1.798148757,0.391196434,0.795027623,-0.944358419,1.062093112,2.413094381,1.010646029,2.09157499,0.485596213,-0.571279519,-0.315246046,-0.465154873,1.390798614,-0.517753858,1.744366604,-1.080447561,0.027305599,-0.950257975,-1.039451564,0.586132196,0.187148916,1.9684835,-0.680118949,-1.411015915,-0.745333817,-0.927755617,-1.126601194
-0.303913022,2.528017805,0.195448016,0.467461953,0.567859552,0.942327002,-0.203508897,0.809573264,-1.549417012,1.78024394,0.376242633,0.805445294,-0.965079426,1.071327552,2.420162461,1.008625426,2.063229248,0.484494138,-0.564375527,-0.329012664,-0.464464589,1.38543454,-0.520013158,1.751635499,-1.100241107,0.022265112,-0.979993893,-1.032708792,0.58912194,0.191384864,1.9503466,-0.67426687,-1.410815025,-0.739979363,-0.92100598,-1.142083061
-0.318375472,2.527639474,0.198779604,0.485758958,0.561354907,0.941546776,-0.203217656,0.815215808,-1.550661203,1.762130928,0.361480546,0.815862966,-0.985800433,1.080561991,2.427230541,1.006604823,2.034883506,0.483759421,-0.557262322,-0.342344547,-0.463774305,1.379728078,-0.521924874,1.758677241,-1.119406287,0.017080611,-1.009034234,-1.026143461,0.592341665,0.195620813,1.932595592,-0.668999999,-1.410413246,-0.734624909,-0.913975108,-1.157213066
-0.332981114,2.527450309,0.202111192,0.503214721,0.554850262,0.940298416,-0.202635175,0.82049036,-1.551905395,1.74380972,0.34671846,0.826058985,-1.006115145,1.089958439,2.433554612,1.004382159,2.006931455,0.483208384,-0.549939906,-0.355241694,-0.462985409,1.373679229,-0.523662797,1.76549183,-1.138571467,0.012040124,-1.037726787,-1.019223247,0.595791371,0.199856761,1.914844583,-0.664708475,-1.410212356,-0.729108199,-0.906663001,-1.171991212
-0.347729949,2.527071979,0.205072603,0.520249864,0.54877926,0.93889401,-0.202343934,0.825642248,-1.552900748,1.725280317,0.332148089,0.836255004,-1.026023564,1.099354886,2.43950668,1.002159495,1.979373095,0.482841025,-0.542408278,-0.367849017,-0.461999288,1.367287992,-0.525226928,1.772306419,-1.15710828,0.006711609,-1.065897657,-1.012480474,0.599701036,0.20409271,1.897479466,-0.661002158,-1.410011467,-0.723591488,-0.899350894,-1.186417496
-0.362621976,2.526693648,0.208034015,0.536443765,0.542708258,0.937021469,-0.201761452,0.830426144,-1.553647263,1.706542718,0.317673575,0.846451023,-1.045525688,1.109075349,2.444714738,0.999936832,1.951814734,0.482657346,-0.534667438,-0.380021606,-0.461013168,1.360554367,-0.526443474,1.778893855,-1.175330909,0.001383094,-1.09337295,-1.005382819,0.603840683,0.208328659,1.880114349,-0.657881049,-1.409810577,-0.717912522,-0.891757552,-1.20049192
-0.377514003,2.526126152,0.210995426,0.552006734,0.536854077,0.934836838,-0.201178971,0.835087376,-1.554393778,1.687388728,0.303390778,0.856647042,-1.065027812,1.118633805,2.449550793,0.997512108,1.924650065,0.482841025,-0.526717386,-0.391614547,-0.459928436,1.353592484,-0.527486228,1.78548129,-1.193239356,-0.004089435,-1.120500454,-0.998285164,0.608210309,0.212564607,1.863135124,-0.655540218,-1.409810577,-0.712233556,-0.883882975,-1.214214484
-0.39240603,2.525558656,0.213956838,0.566938773,0.531216718,0.932340117,-0.200596489,0.839380616,-1.555140293,1.668234738,0.289203837,0.866621408,-1.083717347,1.128354268,2.454014844,0.995087384,1.897879087,0.483024705,-0.518767334,-0.402917665,-0.458843703,1.346174084,-0.52835519,1.791841573,-1.210519436,-0.009561964,-1.146932381,-0.991187509,0.612809916,0.216993099,1.846155899,-0.653979663,-1.409810577,-0.706392333,-0.876008398,-1.227585186
-0.407584442,2.52499116,0.216548073,0.58123988,0.525796181,0.92968735,-0.200305248,0.843551192,-1.555637969,1.648872553,0.275208613,0.876595775,-1.102406883,1.138236738,2.45810689,0.992662659,1.871501799,0.483392063,-0.510398858,-0.413786047,-0.457561747,1.338527425,-0.528876567,1.797974703,-1.227799516,-0.015178507,-1.172842626,-0.983912412,0.617869484,0.221229048,1.829176673,-0.653199386,-1.409810577,-0.700388855,-0.867852586,-1.240604028
-0.422619662,2.524423664,0.219509484,0.594910056,0.520375643,0.926566449,-0.199722767,0.847353776,-1.556135646,1.629510367,0.261500961,0.886570141,-1.120690124,1.148119209,2.461826932,0.990035875,1.845124512,0.484126779,-0.502030382,-0.424219694,-0.456181179,1.330538379,-0.529050359,1.804107834,-1.244137046,-0.020939064,-1.198231187,-0.976459874,0.623159032,0.225657539,1.812197448,-0.653199386,-1.409810577,-0.694547632,-0.859415539,-1.25327101
-0.437798074,2.523667003,0.222100719,0.607949301,0.515388748,0.923289502,-0.199140285,0.850911032,-1.556384484,1.609731791,0.247889167,0.896544508,-1.138567071,1.158163688,2.46517497,0.98720703,1.819140915,0.484861496,-0.493452695,-0.434218606,-0.454701998,1.322206945,-0.529050359,1.810013811,-1.260474576,-0.026843635,-1.223098066,-0.969184777,0.62867856,0.230086031,1.795990005,-0.653784594,-1.409810577,-0.688544153,-0.850978493,-1.265586131
